122	1	36	30
122	2	36	30
122	4	36	30
122	5	36	30
122	6	36	30
122	7	36	30
9	99	122	123
10	99	122	123
11	99	122	123
12	99	122	123
13	42	122	82
13	42	122	83
13	99	122	123
13	42	122	99
13	42	122	108
13	42	122	109
13	42	122	121
122	15	36	30
122	16	36	30
45	42	122	28
66	42	122	28
66	45	122	28
67	42	122	28
67	45	122	28
67	66	122	28
92	42	122	28
92	45	122	28
92	66	122	28
92	67	122	28
94	42	122	28
94	45	122	28
94	66	122	28
94	67	122	28
94	92	122	28
95	71	122	33
10	9	122	40
11	9	122	40
11	10	122	40
13	9	122	40
13	10	122	40
13	11	122	40
10	9	122	41
11	9	122	41
11	10	122	41
13	9	122	41
13	10	122	41
13	11	122	41
42	58	122	59
42	56	122	65
42	57	122	65
42	58	122	65
42	66	122	65
42	67	122	59
42	67	122	65
42	68	122	65
42	56	122	69
42	57	122	69
42	58	122	69
42	71	122	65
42	56	122	75
42	58	122	75
42	67	122	75
42	68	122	75
42	71	122	75
42	72	122	75
42	73	122	75
42	74	122	75
42	56	122	76
42	57	122	76
42	58	122	76
42	65	122	76
42	67	122	76
42	68	122	76
42	71	122	76
42	56	122	77
42	57	122	77
42	58	122	77
42	67	122	77
42	68	122	77
42	71	122	77
42	56	122	78
42	57	122	78
42	58	122	78
42	66	122	78
42	67	122	78
42	68	122	78
42	72	122	78
42	73	122	78
42	74	122	78
42	56	122	79
42	57	122	79
42	58	122	79
42	66	122	79
42	67	122	79
42	68	122	79
42	72	122	79
42	73	122	79
42	74	122	79
42	80	122	75
42	80	122	76
42	80	122	77
42	80	122	78
42	80	122	79
42	81	122	75
42	80	122	81
42	13	122	82
42	13	122	83
42	83	122	75
42	83	122	76
42	83	122	77
42	83	122	78
42	83	122	79
42	58	122	84
42	67	122	84
42	68	122	84
42	72	122	84
42	73	122	84
42	74	122	84
42	80	122	84
42	56	122	85
42	57	122	85
42	58	122	85
42	59	122	85
42	66	122	85
42	67	122	85
42	68	122	85
42	80	122	85
42	58	122	86
42	60	122	86
